mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,zcr,form1,form2,form3,form4,m_centr,m_rollof,m_flatness,label
-0.66022,-0.62844,-0.64413,-0.66272,-0.59763,-0.58775,-0.58622,-0.65251,-0.60753,-0.60575,-0.58717,-0.59466,-0.621,0.042262,1304.8,2223.8,3007.1,4109.7,676.18,2189.5,0.003885,mammal
-0.37715,-0.45185,-0.34427,-0.35333,-0.28904,-0.16528,-0.23615,-0.32039,-0.3333,-0.29236,-0.24382,-0.25546,-0.27813,0.038106,245.38,1057.8,2168.8,2986.7,510.25,1756.6,0.0047382,mammal
-0.50523,-0.38834,-0.37043,-0.38935,-0.38593,-0.33243,-0.32915,-0.31985,-0.27568,-0.38575,-0.37704,-0.38815,-0.52139,0.16138,1407.5,2514.8,3158.7,4648.1,3391.8,5579,0.013938,mammal
-0.56145,-0.4962,-0.45353,-0.44099,-0.40546,-0.40541,-0.38156,-0.36779,-0.3594,-0.35533,-0.30031,-0.46316,-0.54343,0.14084,151.14,1802.2,2898,3029.1,3021.7,4816.5,0.0077861,mammal
-0.17277,-0.1692,-0.21033,-0.25927,-0.29189,-0.31761,-0.20294,-0.20702,-0.27724,-0.23383,-0.24893,-0.30921,-0.26373,0.037919,268.17,1219.1,2398.2,3339.4,622.51,1663.6,0.0024214,mammal
-0.33376,-0.34076,-0.52837,-0.57967,-0.53133,-0.49211,-0.53513,-0.60626,-0.5602,-0.51005,-0.54094,-0.56459,-0.47677,0.078026,959.75,1529.7,2510.4,3844.8,1446.7,3908.5,0.0056564,mammal
-0.25069,-0.33934,-0.27179,-0.19857,-0.25241,-0.22401,-0.17377,-0.28177,-0.34099,-0.32189,-0.3249,-0.36793,-0.38841,0.05292,515.34,1314.5,2823.5,3383.9,976.21,2016.7,0.0034624,mammal
-0.8543,-0.86836,-0.72105,-0.74333,-0.76511,-0.8791,-0.76495,-0.73157,-0.67277,-0.74589,-0.77746,-0.68776,-0.66007,0.15243,542.18,1531,2153.7,3372.4,2929.3,5842.9,0.011498,mammal
-0.29321,-0.47274,-0.4679,-0.3994,-0.44683,-0.46706,-0.38247,-0.44417,-0.5311,-0.67127,-0.60053,-0.57461,-0.68974,0.11995,871.72,1373.7,2689.2,4048.6,2415.5,4917,0.007191,mammal
-0.13508,-0.12265,-0.19255,-0.15954,-0.18593,-0.18598,-0.20939,-0.22082,-0.17204,-0.23265,-0.20159,-0.19287,-0.17768,0.043509,648.61,1210.4,2512.7,3441,588.12,1870.2,0.0046838,mammal
-0.046441,-0.18759,-0.2385,-0.1811,-0.1304,-0.13866,-0.089265,-0.080501,-0.20075,-0.015572,-0.086529,-0.069508,0.01088,0.03553,261.6,1149.9,1188.2,2716,649.9,1347,0.0020081,mammal
-0.6444,-0.66838,-0.79158,-0.73774,-0.51735,-0.52317,-0.55292,-0.42416,-0.51757,-0.39735,-0.45335,-0.40523,-0.59169,0.035601,463.44,1282,2270.3,3345.3,455.74,1087.2,0.0034342,mammal
-0.79089,-0.86494,-0.83855,-0.93054,-0.89905,-0.82999,-0.71524,-0.73351,-0.91432,-0.89323,-0.81975,-0.7625,-0.84302,0.050504,727.34,1587.9,2022.9,2651.5,1070.9,1970.4,0.0045441,mammal
-1.4845,-1.4453,-1.3695,-1.1801,-0.94511,-0.83837,-0.87049,-0.8169,-0.81337,-0.88571,-0.84293,-0.76842,-0.90753,0.035107,479.61,948.98,1701.6,2754.2,686.92,1150,0.0039436,mammal
-1.0316,-0.93284,-0.99181,-1.0107,-0.87836,-0.87763,-0.83473,-1.0305,-1.0298,-0.81826,-0.7983,-0.88669,-0.88773,0.038735,428.49,815.84,1726.5,2440.3,645.58,1296.4,0.0033483,mammal
-0.6992,-0.41295,-0.59342,-0.60092,-0.66495,-0.82206,-0.74231,-0.66585,-0.61396,-0.69675,-0.65746,-0.62976,-0.74873,0.02517,498.49,925.9,1476.5,2627.7,535.87,844.93,0.0011191,mammal
-0.98508,-0.8569,-0.86902,-0.7881,-0.81978,-0.85975,-0.83674,-0.82851,-0.83954,-0.77134,-0.84202,-0.8673,-0.76329,0.034034,637.64,1253.5,1993.6,2832.9,742.83,1301.9,0.001995,mammal
-1.907,-1.8455,-1.8011,-1.697,-1.2667,-0.99696,-0.94056,-0.88394,-0.8033,-0.74004,-0.85861,-0.7842,-0.8763,0.15166,772.85,1139.3,1404.1,2327.7,2398.3,4142.9,0.013397,mammal
-3.1814,-2.6208,-1.8275,-1.4865,-1.34,-1.1309,-0.87224,-0.94968,-0.94408,-0.80514,-0.81676,-0.74697,-0.74226,0.080682,809.4,1614.3,2481,3270,2095.8,3608.3,0.047687,mammal
-0.88034,-0.69401,-0.74794,-0.83835,-0.74091,-0.73345,-0.68879,-0.67891,-0.7992,-0.78975,-0.78817,-0.79632,-0.81678,0.046882,539.95,1179.2,1791.8,2552.6,1020,1733.3,0.0026939,mammal
-1.8664,-1.6519,-1.302,-1.1232,-0.66859,-0.64884,-0.67064,-0.71541,-0.77137,-0.81821,-0.80274,-0.69649,-0.66275,0.036165,421.02,1166.9,1689.7,2136,767.09,1510.7,0.0045699,mammal
-1.0982,-1.0308,-0.98514,-0.8364,-0.79622,-0.99141,-0.99384,-1.1867,-1.0156,-1.069,-1.1311,-1.2707,-1.482,0.098791,1015.6,2032.8,2224.1,3239.6,2218.9,4105.1,0.0052763,mammal
-1.4195,-1.4827,-1.3598,-1.432,-1.355,-1.1754,-1.0369,-0.82573,-0.7524,-0.7998,-0.67319,-0.64555,-0.643,0.026944,504.52,1282.6,2143.7,3067.7,566.46,1166.7,0.0025431,mammal
-0.94774,-0.98245,-1.0233,-0.99764,-0.90193,-0.91118,-0.79253,-0.69488,-0.6664,-0.62198,-0.58475,-0.6654,-0.68459,0.027526,372.34,959.79,2140.9,2694.3,591.81,1092.8,0.0023103,mammal
-1.1525,-1.0725,-1.1809,-1.2616,-1.1234,-1.1154,-1.159,-1.1047,-1.1821,-1.1589,-1.0265,-1.1282,-1.1227,0.029544,888.2,2128.5,3165.9,4130.3,487.13,807.23,0.0041652,mammal
-0.94342,-0.87049,-0.89504,-0.84293,-0.56771,-0.44863,-0.32115,-0.30021,-0.26853,-0.26688,-0.36957,-0.38704,-0.2168,0.045237,591.12,868.16,2348,2485.8,984.32,1948.1,0.0048682,mammal
-1.0768,-1.1103,-1.1077,-1.1569,-1.0678,-0.96446,-0.88863,-0.91489,-0.9664,-0.88867,-0.9086,-0.87763,-1.0194,0.029363,430.78,926.9,2925.7,4952.3,622.03,1035.7,0.00228,mammal
-1.181,-1.0967,-1.073,-1.0304,-0.97505,-0.91428,-0.89431,-0.84578,-0.86615,-0.83184,-0.85465,-0.93126,-1.0159,0.037072,452.47,1066.8,1399.5,2444,833.95,1169,0.0019355,mammal
-0.70664,-0.74745,-0.71167,-0.77657,-0.72971,-0.74288,-0.70835,-0.68677,-0.75883,-0.66618,-0.60949,-0.54902,-0.55812,0.039268,132.99,1125.8,1931,2905.9,726.91,1369.9,0.0026289,mammal
-0.624,-0.69826,-0.76798,-0.70647,-0.83256,-0.81307,-0.87117,-0.87153,-0.81679,-0.89291,-0.95823,-1.0286,-0.9674,0.063078,671.5,1482.3,2210.5,3103.6,1266.6,2278.3,0.0042329,mammal
-0.94146,-0.84482,-0.801,-0.54176,-0.58233,-0.64142,-0.69978,-0.64254,-0.64782,-0.64995,-0.71343,-0.63331,-0.66521,0.044785,641.58,1337.9,1874.6,2393,862.4,1625,0.0016315,mammal
-2.7307,-2.86,-2.3556,-2.157,-2.0014,-1.4732,-1.1007,-0.87248,-0.89365,-0.75858,-0.73107,-0.72417,-0.71805,0.027831,508.73,1235.1,1802.6,2375,946.21,2414.8,0.024686,mammal
-1.2671,-1.3175,-1.3219,-1.2397,-1.129,-0.94359,-0.87961,-0.92385,-0.87367,-0.84538,-0.79917,-0.7216,-0.79519,0.060346,988.47,1040.8,1832.7,2578.3,1194,1941.4,0.0040695,mammal
-1.5791,-1.2572,-1.139,-1.157,-1.0759,-1.1418,-1.1295,-1.0305,-1.083,-1.0614,-0.96122,-0.98957,-1.0239,0.05936,750.21,1236.9,2188.4,2950.4,1093.7,2276.8,0.0038907,mammal
-2.0679,-1.9741,-1.8273,-1.1578,-0.79079,-0.76045,-0.83093,-0.69564,-0.60231,-0.63544,-0.54825,-0.60658,-0.7031,0.044582,779.48,1204.3,2199.3,2493.4,958.18,1304.5,0.0029291,mammal
-0.90347,-0.95781,-0.93907,-0.59621,-0.58458,-0.45074,-0.29214,-0.25569,-0.26238,-0.2015,-0.34513,-0.25045,-0.27104,0.045321,687.64,1225.7,1285.3,2839.7,921.16,1617.5,0.0032612,mammal
-2.7757,-2.6361,-2.3448,-1.0827,-0.85716,-0.70917,-0.57747,-0.63395,-0.52699,-0.43286,-0.52494,-0.47234,-0.50104,0.061095,360.08,660.83,2999.4,4178.1,1671,2310.1,0.015955,mammal
-0.99835,-0.9064,-0.93758,-1.0722,-1.0899,-1.0112,-0.97284,-0.92502,-0.82828,-0.70581,-0.74288,-0.7179,-0.74113,0.026901,480.48,606.87,1930.5,2491.1,572.18,1003.1,0.0022676,mammal
-1.2095,-1.1921,-1.2357,-0.94452,-0.89273,-0.84191,-0.74638,-0.81386,-0.90691,-0.94844,-1.0289,-1.0023,-0.90918,0.050391,679.59,1263.1,2171.2,3167.3,1027.2,1538.9,0.004714,mammal
-0.92956,-0.78522,-0.74182,-0.79244,-0.73801,-0.78804,-0.84767,-0.89576,-0.99224,-0.87785,-0.86039,-0.81661,-0.85944,0.034756,547.62,913.1,2352.6,2490.4,659.28,1088.9,0.003275,mammal
-0.88409,-0.90303,-0.85452,-0.70964,-0.71496,-0.84345,-0.8296,-0.74369,-0.78668,-0.73351,-0.6808,-0.67823,-0.68268,0.037321,572.81,1260.4,2111.5,3081.2,827.55,1913,0.0031173,mammal
-0.95981,-0.81747,-0.8735,-0.88058,-0.89789,-0.85232,-0.67958,-0.73852,-0.79236,-0.64139,-0.68451,-0.72572,-0.73289,0.036845,860.71,1913.4,2378.9,3423.8,690.59,1671.4,0.002327,mammal
-1.4443,-1.4917,-1.4066,-1.4259,-1.4239,-1.0718,-0.74809,-0.48318,-0.38128,-0.45962,-0.56455,-0.54961,-0.51247,0.045975,461.59,1291.5,2138.1,3302.9,805.93,1553.7,0.0077511,mammal
-1.9802,-1.8918,-1.7016,-1.5135,-1.3211,-1.1735,-1.1006,-1.1055,-1.1945,-1.2234,-1.0908,-1.1236,-0.97915,0.031429,520.88,1036.4,1373.5,2008.5,730.15,1173.9,0.0031557,mammal
-1.5716,-1.5049,-1.5104,-1.3143,-1.1137,-1.0528,-1.1269,-1.0962,-1.1136,-1.0528,-1.1527,-0.95467,-1.1509,0.13169,1252.2,1334.4,2374.2,3135.2,2526.2,6425.9,0.032136,mammal
-1.4027,-1.4195,-1.3604,-1.353,-1.2176,-1.0596,-1.0361,-0.82025,-0.76968,-0.68906,-0.57138,-0.56169,-0.33218,0.041559,582.06,994.94,2092.5,3296.9,832.92,1489.9,0.0039223,mammal
-1.5133,-1.4133,-1.5042,-1.4428,-1.3234,-1.1233,-1.0229,-0.98499,-0.89303,-0.93544,-0.85828,-0.88039,-0.8392,0.054467,704.82,1119.2,2021.3,3107.8,1051.3,1902.9,0.0047032,mammal
-1.2574,-1.3244,-1.1529,-1.1574,-1.1034,-0.56522,-0.39595,-0.33444,-0.27637,-0.26727,-0.18496,-0.24666,-0.19674,0.08194,415.3,835.48,1503.3,2870,1449.2,3156.1,0.0062294,mammal
-1.4354,-1.3996,-1.5092,-1.3257,-1.061,-0.83819,-0.72982,-0.66211,-0.66297,-0.7778,-0.8314,-0.84072,-1.0352,0.046481,348.39,877.8,1819.5,2711.6,694.17,1858,0.0068096,mammal
-0.90195,-0.91784,-0.90481,-0.9431,-0.91365,-0.8981,-0.89265,-0.87752,-0.86728,-0.84631,-0.86023,-0.90067,-0.92955,0.041919,1225.8,2455.5,3455.7,4624.2,723.01,1398.2,0.0025535,mammal
-1.2515,-1.2284,-1.2268,-1.1534,-1.1525,-1.0353,-1.1278,-1.1172,-0.98085,-0.91318,-0.97941,-0.96476,-0.89756,0.04171,610.12,1158.8,2155.9,2696.4,885.27,1588.3,0.0023932,mammal
-1.376,-1.4119,-1.1261,-0.9855,-0.81174,-0.84042,-0.77488,-0.75133,-0.79135,-0.83462,-0.81794,-1.0332,-0.98464,0.024586,549.64,1018.8,1968.5,2952.6,543.44,867.45,0.0020127,mammal
-0.57416,-0.56342,-0.65573,-0.54579,-0.6287,-0.60822,-0.49123,-0.46946,-0.43399,-0.47692,-0.48574,-0.49294,-0.45389,0.024769,372.1,1163.8,2235.4,3218.2,537.85,1457.9,0.0024744,mammal
-0.28648,-0.28141,-0.28766,-0.28454,-0.25266,-0.31253,-0.17392,-0.2456,-0.18691,-0.19823,-0.2036,-0.28566,-0.25173,0.039152,328.41,997.5,1834.5,2169.1,736.8,1166.5,0.00148,mammal
-0.94853,-0.91455,-0.83059,-0.80989,-0.8143,-0.77949,-0.79532,-0.8242,-0.84427,-0.82162,-0.78449,-0.81942,-0.85512,0.028611,517.9,1247.6,1817.8,3223.3,613.36,1041,0.0015521,mammal
-0.49808,-0.5926,-0.54249,-0.52584,-0.58113,-0.61124,-0.51,-0.51923,-0.47726,-0.48977,-0.51763,-0.45729,-0.44267,0.049613,346.41,1009.8,1806.1,2825.1,922.51,2028,0.0036147,mammal
-0.6281,-0.57501,-0.51905,-0.49046,-0.49684,-0.42388,-0.40115,-0.44965,-0.43754,-0.4166,-0.35746,-0.37904,-0.34616,0.03868,183.22,1666.4,2025.9,2931.8,743.53,1679.4,0.0025534,mammal
-0.45551,-0.48159,-0.44372,-0.39562,-0.38321,-0.37714,-0.35193,-0.33627,-0.35414,-0.28526,-0.28428,-0.33905,-0.32912,0.029899,152.29,1165.1,2074.5,2966.1,584.74,1344.5,0.0023569,mammal
-0.64194,-0.65268,-0.62125,-0.57104,-0.57132,-0.53039,-0.53577,-0.54012,-0.55443,-0.62185,-0.58114,-0.54861,-0.55604,0.022751,348.41,1339.2,2179.1,3157.7,502.06,1414.5,0.0019603,mammal
-0.59254,-0.60929,-0.65532,-0.82044,-0.64061,-0.51299,-0.51405,-0.55982,-0.48818,-0.36391,-0.38095,-0.45486,-0.42244,0.017611,184.41,1021.3,2149.6,2263.1,262.9,510.28,0.0031034,mammal
-0.19424,-0.19308,-0.13515,-0.29363,-0.12725,-0.018792,-0.043807,-0.054204,-0.17214,-0.1674,-0.090081,-0.12222,-0.11105,0.041075,338.3,1124.9,2170.3,4067.6,821.24,1485.2,0.0026018,mammal
-0.18065,-0.17706,-0.14196,-0.12385,-0.12526,-0.16176,-0.071534,-0.067501,-0.072994,-0.043027,-0.063335,-0.074818,-0.066072,0.037678,307.12,1148,2177.1,3020.4,675.7,1603.5,0.0029435,mammal
-0.12161,-0.087512,-0.17227,-0.19677,-0.1289,-0.15772,-0.24104,-0.20762,-0.1086,-0.29403,-0.2936,-0.27024,-0.31401,0.014286,186.69,820.25,1768.3,2535.5,269.1,566.46,0.0012148,mammal
-0.11378,-0.11856,-0.18786,-0.21172,-0.30954,-0.34479,-0.29329,-0.25566,-0.23684,-0.25296,-0.29027,-0.29701,-0.22461,0.041108,703.83,1361.4,1956.3,2799.3,846.11,1477.5,0.0019499,mammal
-0.36756,-0.40504,-0.36097,-0.35562,-0.32259,-0.3487,-0.3617,-0.36909,-0.38909,-0.37778,-0.41589,-0.37752,-0.31146,0.03528,476.94,967.53,1861.9,2616.9,727.4,1294.4,0.0024774,mammal
-0.44683,-0.4132,-0.37587,-0.43051,-0.34075,-0.36073,-0.3667,-0.36498,-0.37058,-0.35184,-0.39728,-0.34937,-0.36942,0.017364,300.14,959.09,2125.2,2866.5,387.28,737.24,0.0022831,mammal
-0.69451,-0.55439,-0.5181,-0.57318,-0.48635,-0.46437,-0.52137,-0.45448,-0.52606,-0.36622,-0.39323,-0.47722,-0.4805,0.026175,938.37,1783.3,3061.3,4241.5,451.22,1170.9,0.002431,mammal
-0.42852,-0.38343,-0.46615,-0.39581,-0.36016,-0.3806,-0.37941,-0.43173,-0.42408,-0.42519,-0.4002,-0.42458,-0.39404,0.032115,274.07,979.36,1881.9,2868.9,715.49,1586.4,0.0025494,mammal
-0.52995,-0.54466,-0.56257,-0.52121,-0.50911,-0.4688,-0.4596,-0.44281,-0.4773,-0.48048,-0.51853,-0.45839,-0.4225,0.022831,345.51,852.99,1900.8,3112,426.72,929.49,0.0019053,mammal
-0.39799,-0.34235,-0.427,-0.46672,-0.43791,-0.49382,-0.44418,-0.37456,-0.38973,-0.37552,-0.38943,-0.37652,-0.40554,0.035941,407.75,1238,1917.2,3445.5,612.03,1554,0.0029305,mammal
-0.4031,-0.36806,-0.43059,-0.39505,-0.36878,-0.38918,-0.42094,-0.3186,-0.34597,-0.35172,-0.3529,-0.29088,-0.32766,0.042268,688.58,1432.5,2226.5,2921.3,926.99,1719.3,0.0021287,mammal
-0.6534,-0.6516,-0.6244,-0.61132,-0.59575,-0.5501,-0.62072,-0.62504,-0.60814,-0.51495,-0.5325,-0.53784,-0.49664,0.033894,759.47,1055.8,2506.5,3611,689.63,1120.7,0.0025708,mammal
-0.11116,-0.093124,-0.064046,-0.055575,-0.058203,-0.07454,-0.056622,-0.079277,-0.059059,-0.082745,-0.085806,-0.079512,-0.083349,0.038554,270.87,1271,2538.3,3749.5,736.32,1337,0.0018263,mammal
-0.22724,-0.19217,-0.18842,-0.19704,-0.20255,-0.21266,-0.20386,-0.15578,-0.095007,-0.16964,-0.18625,-0.21176,-0.1882,0.030742,615.4,1245.9,2404.2,3234.5,749.5,1289.6,0.002631,mammal
-0.43451,-0.40154,-0.46661,-0.44406,-0.42965,-0.38138,-0.3865,-0.42525,-0.36405,-0.33513,-0.39713,-0.52263,-0.43179,0.023985,360.54,845.61,1694.4,2686.4,504.22,1015.3,0.0021869,mammal
-0.27916,-0.24109,-0.22707,-0.25085,-0.27072,-0.24248,-0.21202,-0.17738,-0.16651,-0.15878,-0.14103,-0.13273,-0.14058,0.027647,315.71,930.71,1831.6,3136.5,624.21,1005.7,0.0018879,mammal
-0.59508,-0.55281,-0.59464,-0.55584,-0.49391,-0.48882,-0.38131,-0.33395,-0.38685,-0.38628,-0.35506,-0.36134,-0.39917,0.024117,386.66,1121.3,2222.2,3322,511.6,1064.5,0.0016235,mammal
-0.25281,-0.28119,-0.26046,-0.25159,-0.2822,-0.29619,-0.31542,-0.25176,-0.2505,-0.22095,-0.24102,-0.26959,-0.24914,0.030707,291.3,1447.4,2613.6,3905.2,529.04,1294.7,0.0054133,mammal
-0.098789,-0.1062,-0.089948,-0.10278,-0.10274,-0.11009,-0.053709,-0.085014,-0.037524,-0.084294,-0.041466,-0.036449,-0.023663,0.04164,189.37,1089.5,1839.2,3141.8,771.3,1645.3,0.0022361,mammal
-0.89373,-0.883,-0.92798,-0.82791,-0.78617,-0.74435,-0.86153,-0.74083,-0.64648,-0.62341,-0.62357,-0.64838,-0.53344,0.016013,160.69,1202.8,1905,2849.9,270.34,868.28,0.0015122,mammal
-0.47112,-0.41853,-0.41369,-0.36438,-0.34327,-0.3134,-0.27315,-0.2678,-0.26666,-0.27939,-0.25038,-0.29814,-0.26202,0.020057,201.72,1038.3,1614.3,2665,335.06,1097.5,0.0022245,mammal
-0.15734,-0.10975,-0.15478,-0.11555,-0.21569,-0.17238,-0.21684,-0.19452,-0.16541,-0.24216,-0.15107,-0.15699,-0.1846,0.020479,437.39,1399.6,2264.4,2940.3,428.13,796.34,0.0016013,mammal
-0.25105,-0.31543,-0.21617,-0.28476,-0.33751,-0.30286,-0.41941,-0.29086,-0.27455,-0.33397,-0.29277,-0.39232,-0.45704,0.017956,348.6,1159,2494.7,3455.6,395.92,722.65,0.0025642,mammal
-0.15497,-0.1252,-0.16469,-0.14543,-0.13081,-0.14187,-0.22568,-0.11159,-0.075169,-0.14365,-0.13037,-0.12352,-0.10359,0.021429,313.52,1184.5,1782.4,2776.1,476.5,1134,0.0019997,mammal
-0.95032,-0.90083,-0.88962,-0.8382,-0.81816,-0.72494,-0.67923,-0.6258,-0.5758,-0.52473,-0.49425,-0.46663,-0.48578,0.040683,697.09,902.18,1422.8,2337.1,798.49,1568.4,0.0023492,mammal
-0.87002,-0.79782,-0.74467,-0.70894,-0.71516,-0.71125,-0.72645,-0.7451,-0.74347,-0.76788,-0.79694,-0.81479,-0.79611,0.041594,385.99,897.74,1761.3,2562.4,889.86,1700.3,0.0023566,mammal
-0.94463,-0.88744,-0.80439,-0.74334,-0.70431,-0.64716,-0.60164,-0.59533,-0.58993,-0.5671,-0.56208,-0.5541,-0.53474,0.032619,321.98,955.28,1647.3,2457.5,722.67,1654,0.0024675,mammal
-0.76942,-0.77917,-0.77569,-0.77683,-0.7756,-0.7647,-0.74166,-0.72757,-0.69407,-0.66098,-0.6148,-0.59386,-0.56415,0.034487,482.66,957.17,1906,2790.1,749.19,1409.2,0.0022796,mammal
-0.38813,-0.39211,-0.35099,-0.33872,-0.37504,-0.3757,-0.16322,-0.1779,-0.22782,-0.27204,-0.33349,-0.26546,-0.2132,0.017871,276.64,1021.8,1647.3,2464.2,383.56,950.85,0.0017538,mammal
-0.32764,-0.32815,-0.32186,-0.30226,-0.28334,-0.30718,-0.31087,-0.29296,-0.29674,-0.31376,-0.32363,-0.3091,-0.28826,0.028899,322.67,1006.3,1483.6,3137.7,579.45,1476.1,0.0016773,mammal
-0.60143,-0.60129,-0.60145,-0.61124,-0.61111,-0.60447,-0.58555,-0.58145,-0.59131,-0.59002,-0.58523,-0.58585,-0.58526,0.036117,516.39,1051.8,2467,2710.9,767.4,1481.3,0.0024449,mammal
-0.60905,-0.58652,-0.55865,-0.53513,-0.5456,-0.54398,-0.54398,-0.53702,-0.5143,-0.52354,-0.51946,-0.51947,-0.52518,0.0292,244.34,1036.7,1900.1,2654.6,603.88,1992.7,0.0028354,mammal
-0.83658,-0.86436,-0.8646,-0.90808,-0.83141,-0.90199,-0.90195,-1.0025,-0.85772,-0.85291,-0.81593,-0.80022,-0.81518,0.065717,635.72,1495.2,2510.2,3113.1,1324.1,2145.7,0.0028535,mammal
-0.78732,-0.86229,-0.99512,-0.75,-0.79254,-0.7492,-0.74089,-0.86264,-0.87272,-0.89132,-0.88719,-0.81645,-0.9473,0.075266,890.98,1356.7,2361.7,2780.3,1547.1,2265.4,0.00319,mammal
-1.1122,-1.0578,-1.1307,-1.2241,-1.1847,-1.13,-1.1767,-1.1761,-1.1805,-1.0218,-1.0821,-1.1565,-1.1073,0.075145,1306.1,1756.9,2416.8,4081.3,1307.3,3077.6,0.0056121,mammal
-1.1501,-1.1989,-1.2185,-1.1168,-1.1092,-1.1612,-1.1365,-1.0816,-1.1569,-1.2622,-1.1544,-1.0901,-1.1228,0.063662,334.52,894.63,1892.8,3219.5,971.08,3134.5,0.0090797,mammal
-1.1724,-1.1722,-1.1214,-1.1526,-1.1067,-1.0917,-1.1157,-1.172,-1.2939,-1.2333,-1.1265,-1.14,-1.2243,0.074658,189.07,1198.4,2156.9,3114,1255.5,3001.4,0.0081862,mammal
-1.1724,-1.1101,-1.0809,-1.2459,-1.2201,-1.2031,-1.1758,-1.234,-1.0903,-1.1516,-1.1665,-1.1187,-1.1994,0.07123,854.61,1236.1,1779.1,2897.3,1657.3,2830.7,0.0028099,mammal
-1.3953,-1.375,-1.2735,-1.315,-1.3144,-1.3382,-1.2885,-1.1813,-1.2902,-1.2662,-1.3012,-1.3517,-1.4294,0.099304,1038,1711.7,2097.7,3025.4,2087.6,3718.1,0.0032058,mammal
-1.0626,-1.1527,-1.13,-1.1695,-1.1631,-1.1196,-1.1176,-1.0668,-1.0784,-1.0408,-1.1081,-1.0779,-1.2495,0.076781,1179.4,2406,3329.1,4581.5,952.18,4683.3,0.0051025,mammal
-1.3459,-1.3802,-1.4021,-1.2889,-1.376,-1.3611,-1.2757,-1.2946,-1.3452,-1.3131,-1.2287,-1.2707,-1.2741,0.082162,909.76,1504.5,1935.6,2983.3,1644.3,3191.8,0.003646,mammal
-0.83064,-0.81588,-0.83737,-0.822,-0.81854,-0.84339,-0.86124,-0.83683,-0.78086,-0.85084,-0.79054,-0.7594,-0.81696,0.06542,1032.2,1659.3,2268.9,3100.7,1433.2,2064.5,0.0021688,mammal
-1.0711,-1.0047,-0.95972,-1.0237,-1.0683,-0.91596,-0.95889,-1.0616,-1.0801,-0.93692,-0.90197,-0.995,-1.0316,0.13268,1531,2312.9,3115.2,3854.5,2879,3751.6,0.0024639,mammal
-1.1195,-1.0894,-1.1368,-1.058,-1.1405,-1.0542,-1.0831,-1.0653,-1.0373,-1.1388,-1.1389,-1.2229,-1.0346,0.11239,1510.9,2287,3030.7,3826.5,2418.8,3516.2,0.0032966,mammal
-1.0485,-1.084,-1.0914,-1.0661,-1.0171,-1.0231,-0.97992,-0.9715,-1.0418,-0.93865,-0.78109,-0.96194,-1.1325,0.040254,1252.3,2493.3,3105.3,4375.9,803.49,1304.8,0.0021708,mammal
-0.97412,-1.1089,-1.077,-0.93156,-0.94474,-1.0367,-0.99968,-0.93806,-0.98547,-0.88049,-0.92372,-1.0396,-0.96043,0.064561,420.98,1287.9,1965.3,3184.7,1348.8,1956.6,0.0033846,mammal
-1.0627,-1.0279,-1.0888,-1.0787,-0.9547,-0.99356,-0.98684,-0.92218,-0.99966,-1.0147,-1.0294,-1.0174,-1.035,0.073284,630.85,1382,2312.1,3636,1459.3,3586.8,0.0023847,mammal
-0.38899,-0.38244,-0.39303,-0.39526,-0.40923,-0.38857,-0.27583,-0.31845,-0.36826,-0.36406,-0.41907,-0.45796,-0.41015,0.05092,912.77,1847.7,2540.8,3376.4,1062.1,1777.7,0.0031181,mammal
-1.0803,-1.0913,-1.0134,-1.0419,-0.89673,-0.9583,-0.96963,-1.0874,-1.0797,-1.016,-0.9295,-1.0383,-1.079,0.0818,1155.5,1724.9,2387.2,4906.5,1698.3,2421.3,0.0043557,mammal
-0.96187,-0.90923,-1.0056,-1.0023,-0.92484,-1.066,-1.0248,-0.85322,-0.81016,-0.90489,-0.77602,-0.53504,-0.62532,0.098667,734.76,1471.4,2199.8,2954.7,1997.4,3331.5,0.0046176,mammal
-0.92608,-0.9237,-0.90513,-0.95057,-1.0745,-1.0679,-1.0648,-0.81308,-0.73777,-0.86079,-0.78506,-0.74244,-0.79052,0.092368,709.53,1506,2096.4,2786.6,1942.3,2726.5,0.0055074,mammal
-0.8189,-0.81505,-0.79333,-0.80651,-0.7711,-0.91415,-0.88987,-0.86724,-0.81778,-0.89547,-0.84266,-0.86329,-1.0038,0.10156,865.07,1443.2,2150,2951.8,2087.4,3339.6,0.0060834,mammal
-0.96034,-1.0095,-0.93591,-1.0451,-1.001,-0.81192,-0.70028,-0.69168,-0.70434,-0.71073,-0.71238,-0.80409,-0.82884,0.085348,815.21,1731.8,2199.6,2621.9,1742.2,2729.1,0.005552,mammal
-1.0973,-1.1744,-1.1603,-1.1123,-1.1973,-1.1007,-1.1746,-1.2181,-1.198,-1.2555,-1.2605,-1.2967,-1.3453,0.046455,791.32,1689.9,2036.2,3356.3,966.34,1585.1,0.0029788,mammal
-1.0343,-1.0113,-1.052,-1.0129,-1.0125,-1.0587,-1.0153,-1.0676,-1.1743,-1.1342,-1.1565,-1.1582,-1.1643,0.049599,808.98,1590.8,3137.8,3855.1,1051.6,1393,0.0030247,mammal
-1.0733,-1.1615,-1.0452,-1.1198,-1.1101,-1.1327,-1.0848,-0.96951,-0.99173,-1.0072,-0.98722,-1.0217,-1.1188,0.062243,1999.6,2111.2,3010.8,3535.5,1230.4,2813.7,0.0060278,mammal
