mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,zcr,form1,form2,form3,form4,m_centr,m_rollof,m_flatness,label
-0.84668,-0.76028,-0.66247,-0.58797,-0.65796,-0.46362,-0.34219,-0.34033,-0.36555,-0.50934,-0.61911,-0.55983,-0.35988,0.049928,613.85,1207.7,2068.9,3098.1,940.7,1647.4,0.0049387,bird
-0.84482,-0.90628,-0.77293,-0.71633,-0.69449,-0.46619,-0.41261,-0.49872,-0.64906,-0.79343,-0.79406,-0.85799,-0.8837,0.16677,396.18,1037.1,2167,3302.9,2788.1,8560.7,0.069859,bird
-0.4179,-0.42002,-0.41464,-0.26369,-0.28847,-0.34064,-0.38417,-0.46481,-0.54741,-0.51844,-0.56624,-0.48616,-0.47242,0.046584,629.95,1185.2,2902.7,3942,936.6,1438.1,0.0032847,bird
-1.1868,-1.2908,-1.2433,-1.1958,-0.61326,-0.31183,-0.42219,-0.63513,-0.81561,-0.88093,-0.85432,-0.96745,-0.96253,0.050912,219.04,720.67,2030.7,3425.8,936.45,1807.2,0.0043755,bird
-0.57112,-0.63773,-0.57969,-0.62041,-0.68496,-0.67411,-0.64813,-0.61315,-0.67103,-0.66255,-0.57288,-0.60695,-0.61102,0.049376,745.22,1335.1,1769.1,3186.4,1021.1,1509.3,0.0023702,bird
-1.0248,-1.0157,-0.94948,-1.1007,-1.0525,-0.99615,-0.66238,-0.59691,-0.7,-0.67476,-0.67088,-0.94074,-1.0663,0.064815,727.59,1249.8,1655.4,2877.5,1211.3,2513.1,0.0069074,bird
-0.75017,-0.63326,-0.69804,-0.78634,-0.71627,-0.65943,-0.70153,-0.70694,-0.667,-0.66584,-0.68412,-0.63678,-0.67792,0.06722,593.78,1183.8,2324,2917.5,1449.6,2693.1,0.0032719,bird
-0.80459,-0.77768,-0.83745,-0.84684,-0.62365,-0.75013,-0.7776,-0.66341,-0.60521,-0.66863,-0.69993,-0.71431,-0.88633,0.066025,860.86,1254.6,2424.2,3019.9,1460.6,2481.1,0.0032298,bird
-1.1189,-1.0869,-1.0269,-1.0624,-1.0135,-1.0195,-1.0014,-0.94792,-0.86546,-0.90961,-0.89078,-0.8262,-0.85061,0.058141,964.08,1454.6,1987.4,2565.8,1287.6,1547.5,0.0020953,bird
-0.66609,-0.72824,-0.67132,-0.67333,-0.6511,-0.69976,-0.7359,-0.68452,-0.57586,-0.71232,-0.63151,-0.64961,-0.74319,0.09375,923.5,1946.1,2898.5,3867.3,1836.4,3122.2,0.0069992,bird
-1.1686,-1.0972,-1.1277,-0.96929,-0.89627,-0.78586,-0.88862,-1.0055,-0.95445,-0.95014,-0.96525,-0.95317,-0.83445,0.098477,876.3,1725.6,2045.8,3476.7,1822.6,4272.7,0.0032951,bird
-1.085,-0.90105,-0.85425,-0.81701,-0.89258,-0.86961,-0.92884,-0.99965,-0.97693,-0.97576,-1.0289,-1.1457,-1.2307,0.16492,1009.2,1526.4,3030.8,4315.8,3142.4,6036.4,0.0045154,bird
-1.0689,-0.92733,-0.90681,-0.92017,-0.93846,-0.87662,-0.96856,-0.84495,-0.9708,-0.82385,-0.80594,-0.95435,-0.77978,0.06998,794.37,1472.3,1763.6,2704.4,1431.6,2066.4,0.0029172,bird
-1.194,-1.2007,-1.0294,-0.80039,-0.49492,-0.57339,-0.5911,-0.66464,-0.6047,-0.60716,-0.62649,-0.74088,-0.81419,0.087594,870.54,1270.8,1956.7,2540.4,1803.8,2283.8,0.002693,bird
-1.0755,-1.2356,-1.1892,-1.2009,-1.2379,-1.2081,-1.0861,-1.0022,-0.86821,-0.99322,-0.91663,-0.79856,-0.90649,0.076668,739.61,1483.3,2289.3,3014.5,1441.2,2503.8,0.0035789,bird
-0.7811,-0.76277,-0.70884,-0.71377,-0.73475,-0.75301,-0.718,-0.6641,-0.69179,-0.74852,-0.58806,-0.70185,-0.69596,0.074113,891.6,1716.3,2354.1,3459.3,1437.3,2349.8,0.0034977,bird
-0.67584,-0.67246,-0.67975,-0.7476,-0.8171,-0.70657,-0.59278,-0.6306,-0.61516,-0.7144,-0.6413,-0.59959,-0.6441,0.074596,698.42,1440.3,1807.8,2895.6,1472.8,2062.7,0.0055483,bird
-1.5323,-1.572,-1.5,-1.4915,-1.5738,-1.513,-1.4491,-1.1566,-1.2205,-1.224,-1.2486,-1.0413,-1.2438,0.071754,772.88,1538.9,2264.1,3094.3,1534.1,2002.4,0.0027942,bird
-1.0801,-1.043,-1.0099,-0.97271,-0.91309,-0.67612,-0.63249,-0.72557,-0.76467,-0.73826,-0.61687,-0.62437,-0.64149,0.078206,767.63,1322.5,1956,2930.1,1555.6,2620.2,0.0038027,bird
-1.7147,-1.4989,-1.3341,-1.2503,-1.1123,-0.98757,-1.0404,-1.0658,-1.1721,-1.0533,-1.2283,-1.2462,-1.2076,0.082604,774.45,1446.9,2138.4,3094.2,1722,2254.5,0.0028286,bird
-1.1314,-1.1843,-1.2038,-1.0422,-0.96432,-0.90145,-0.90254,-0.9759,-1.0656,-0.87605,-0.77936,-0.92736,-1.048,0.092877,1118.3,2081.1,2230.2,3132.5,1871.7,3215.4,0.004223,bird
-1.1507,-1.1487,-1.1367,-1.1034,-1.0937,-1.1193,-1.0646,-1.0076,-0.95648,-1.0513,-1.0351,-0.93521,-0.98856,0.085999,1102.2,2170.5,2359.5,2912.2,1839.3,2868.5,0.0038114,bird
-2.3251,-2.0367,-1.6049,-0.84985,-0.65379,-0.51006,-0.57194,-0.52935,-0.47048,-0.39538,-0.46498,-0.47598,-0.44451,0.046038,159.46,912.69,1959.8,2474.6,729.69,2039,0.0029257,bird
-1.362,-1.3762,-1.3975,-1.2357,-1.0352,-1.1017,-1.0007,-0.80923,-0.95794,-1.0325,-1.0189,-0.86464,-0.94183,0.063529,732.04,1515.2,2221.8,3096.6,1378.6,2497.6,0.0024421,bird
-1.4392,-1.3309,-1.2904,-1.2639,-1.3039,-1.2585,-1.1544,-1.0778,-1.0469,-1.0269,-1.0447,-1.1163,-0.91106,0.10342,802.38,1760.8,2586.8,3519.7,2020.3,3866.4,0.0035835,bird
-1.5219,-1.757,-1.875,-1.5511,-1.9398,-1.6475,-1.9059,-1.9105,-1.9165,-1.9992,-1.8607,-1.9511,-1.9699,0.097404,367.87,2187.7,3458,3572.9,2063.3,2646.8,0.0030488,bird
-1.2415,-1.2938,-1.2131,-1.2381,-1.2493,-1.2022,-1.2348,-1.0041,-1.0954,-0.97682,-0.95274,-0.9309,-1.0013,0.063525,718.45,1447.9,1841.7,2837.4,1361.8,2169.5,0.0023909,bird
-0.70308,-0.71847,-0.64158,-0.6105,-0.57683,-0.59008,-0.44718,-0.45134,-0.50205,-0.54257,-0.57159,-0.61237,-0.56397,0.063599,803.92,1614,2655.5,3977.1,1286.2,1789.7,0.0024017,bird
-1.2804,-1.2169,-1.2228,-1.2417,-1.1361,-1.1745,-1.0909,-1.0312,-1.0203,-1.0182,-1.0053,-1.09,-1.0623,0.063927,744.56,1479.7,2181.2,3001.1,1370.8,1533.3,0.001863,bird
-1.3454,-1.3021,-1.4619,-1.458,-1.3302,-1.225,-1.0704,-1.1564,-1.1765,-1.1244,-1.2725,-1.1738,-1.0986,0.065766,679.73,1401.1,1897.4,3023.1,1443.4,2176.7,0.0020809,bird
-1.2528,-1.2642,-1.2497,-1.3047,-1.3282,-1.1499,-1.0487,-1.0644,-0.83171,-0.8686,-0.91576,-0.80158,-0.91464,0.07062,784.13,1563.7,2320.5,3123.3,1537,2360.5,0.0030186,bird
-1.0762,-1.0902,-1.0174,-1.0216,-0.97289,-0.96912,-0.87055,-0.87083,-0.94101,-0.8797,-0.91995,-0.85538,-1.0196,0.05987,868.63,1429.3,2068.5,3083.2,1271.6,2327,0.0024851,bird
-1.2553,-1.4636,-1.3439,-1.1752,-1.0472,-1.0248,-1.0252,-1.1074,-1.0348,-0.92631,-0.88054,-0.84596,-0.74383,0.064316,813.35,1482.5,2279.9,3204.4,1414.9,1839.8,0.0028114,bird
-1.404,-1.3152,-1.2933,-1.3848,-1.1565,-1.1423,-1.1631,-1.2345,-1.1557,-1.0478,-1.0382,-1.2222,-1.1117,0.081425,926.85,1502.4,2008.4,2867,1624.6,2895.6,0.0028585,bird
-1.7357,-1.5889,-1.3885,-1.3497,-1.1221,-1.1506,-1.0297,-1.0074,-0.93146,-0.90388,-1.0509,-0.91156,-1.0515,0.075927,911.92,1490.1,2081.9,3039.3,1536.9,3062,0.0038516,bird
-2.3001,-2.2133,-2.0091,-1.8332,-1.4035,-1.6039,-1.3083,-1.2979,-1.0448,-1.1057,-1.3115,-1.0878,-1.3569,0.080278,1038.5,1306.9,2463.4,3008.7,1644,3189.8,0.0055504,bird
-1.5254,-1.5736,-1.5031,-1.6653,-1.4277,-1.306,-1.2636,-1.0536,-0.80197,-0.63872,-0.72568,-0.79051,-0.62075,0.056578,679.73,1179.4,1607.1,2447.9,1207,1581.8,0.0019077,bird
-1.8689,-2.183,-2.1697,-0.80924,-0.60096,-0.52486,-0.629,-0.62697,-0.66824,-0.67119,-0.66087,-0.63639,-0.59301,0.03413,856.84,1566.3,2132.9,3118.2,679.96,1536.8,0.002246,bird
-1.2442,-1.2767,-1.1938,-1.1507,-1.1218,-1.0235,-1.0325,-0.93182,-1.0125,-1.0234,-1.1843,-0.96276,-0.97495,0.074949,758.1,1559.8,1885.7,3439,1594.1,1967.7,0.00487,bird
-0.68738,-0.69462,-0.63758,-0.65175,-0.68177,-0.76107,-0.74129,-0.90609,-0.90656,-0.81389,-0.71084,-0.70169,-0.72315,0.039612,550.44,1179.8,1818.5,3481.4,816.18,1394.8,0.0024997,bird
-1.3454,-1.3898,-1.4092,-1.4628,-1.4761,-1.2301,-1.2614,-1.0902,-1.1451,-1.0889,-0.93992,-0.91168,-0.92925,0.0401,630.51,1280.5,1685.8,2625.7,840.41,1318.8,0.002423,bird
-1.487,-1.5299,-1.3516,-1.3058,-1.2749,-1.2415,-1.2668,-1.3404,-1.309,-1.2168,-1.1412,-1.2189,-1.347,0.048708,690,1122.2,2148.9,2521.7,1022.6,1757.7,0.0025528,bird
-1.0001,-1.1083,-1.0237,-1.0061,-1.1108,-0.89346,-0.92453,-0.84403,-0.84078,-0.81836,-0.82088,-0.73247,-0.87785,0.055874,710.75,1501.9,2210.9,3007.4,1068.9,1925.3,0.0032137,bird
-1.0073,-0.99043,-0.94635,-0.87326,-0.82514,-0.9941,-0.79241,-0.77801,-0.78011,-0.74938,-0.84728,-0.7908,-0.83708,0.077741,706.37,1510.1,1903,3070,1397.6,2042.4,0.0032931,bird
-1.0141,-1.1438,-1.1037,-1.045,-1.1794,-1.0565,-1.0041,-0.88732,-0.77764,-0.84906,-0.79864,-0.82468,-0.90395,0.06218,721.94,1566.2,2109.7,3031.2,1300.3,2100.6,0.002632,bird
-1.1602,-1.0785,-1.0587,-1.0599,-0.84974,-0.81487,-0.80983,-0.79196,-0.84234,-0.76435,-0.99574,-0.84166,-0.88859,0.075111,743.65,1476.2,2227.2,2853.3,1633.5,2467.7,0.0025677,bird
-0.8247,-0.80133,-0.79798,-0.71525,-0.67904,-0.64847,-0.78002,-0.87057,-0.76173,-0.73536,-0.72837,-0.69048,-0.6591,0.077851,627.9,1349.4,1841,2651.1,1568.2,2400.2,0.0054499,bird
-0.92317,-0.84974,-0.90392,-0.7503,-0.7481,-0.6285,-0.6867,-0.63746,-0.60835,-0.5966,-0.6493,-0.76418,-0.76991,0.058393,684.38,1440.8,1973.8,2945.1,1169.8,1636.3,0.003195,bird
-0.64835,-0.65657,-0.68098,-0.80888,-0.66568,-0.64169,-0.66979,-0.65744,-0.71106,-0.79031,-0.80121,-0.70365,-0.73065,0.082381,510.08,1508.7,2319.2,2845.6,1688,2953.5,0.0056965,mammal
-0.77287,-0.76931,-0.68975,-0.74015,-0.74901,-0.71717,-0.67551,-0.5828,-0.64908,-0.68827,-0.66892,-0.63435,-0.75804,0.081535,251.04,1141,2108,3253.1,1288,2445.5,0.0065132,mammal
-0.71504,-0.77302,-0.75189,-0.68199,-0.67536,-0.70754,-0.62544,-0.67918,-0.75128,-0.77912,-0.7426,-0.72315,-0.73094,0.044199,694.52,1029.7,1940,3407.7,869.07,1856,0.0025027,mammal
-0.38944,-0.38581,-0.35676,-0.38165,-0.46673,-0.47057,-0.38833,-0.4078,-0.41178,-0.38701,-0.39458,-0.43347,-0.42313,0.065722,523.42,1661.7,2314.1,2881.1,1418.3,2688,0.0038372,mammal
-0.73853,-0.73047,-0.77337,-0.77652,-0.6553,-0.6772,-0.75749,-0.80555,-0.77932,-0.80095,-0.84468,-0.86771,-0.82715,0.025324,1029.4,1965.7,2934.9,3921.2,397.15,1193.5,0.0016601,mammal
-1.2747,-1.3298,-1.3514,-1.3204,-1.4407,-1.3739,-1.3506,-1.2915,-1.3739,-1.3213,-1.2584,-1.281,-1.2921,0.06496,594.93,1757.3,2438.5,3808,1244.2,2455.2,0.002932,mammal
-0.69223,-0.79052,-0.67566,-0.59546,-0.57081,-0.59708,-0.59923,-0.62887,-0.64609,-0.59964,-0.52827,-0.55066,-0.54259,0.020824,246.7,901.52,1813.6,2508.8,398.94,1200,0.0038471,mammal
-0.5756,-0.52206,-0.59645,-0.50876,-0.6057,-0.56423,-0.49883,-0.48724,-0.50899,-0.62603,-0.58408,-0.52323,-0.5309,0.043069,790.65,1605.7,2489.1,2786.5,799.81,2111.4,0.0020053,mammal
-0.3672,-0.48154,-0.42237,-0.51339,-0.57296,-0.54896,-0.38189,-0.50132,-0.40405,-0.43082,-0.51693,-0.40337,-0.52079,0.025138,681.51,1690.2,2140.4,3023.3,442.91,1324.9,0.0031831,mammal
-0.52508,-0.55979,-0.63295,-0.59874,-0.59799,-0.60707,-0.61454,-0.6338,-0.5302,-0.55835,-0.54446,-0.5748,-0.55565,0.046457,685.48,1489.2,2086.2,2841.9,774.32,2123.7,0.0036294,mammal
-1.3336,-1.1231,-1.0329,-0.84058,-0.75674,-0.75866,-0.78212,-0.88677,-0.87766,-0.83063,-0.81651,-0.81077,-0.8061,0.12343,756.43,1932.6,3071,3790.4,2577.7,4871.6,0.0082555,mammal
-1.2713,-1.112,-1.0927,-1.0241,-1.0652,-1.1829,-1.0781,-1.0808,-1.0706,-1.1682,-1.112,-1.081,-0.96105,0.088773,680.03,1514.7,2517.7,2784.7,1943.6,3199.2,0.0081271,mammal
-1.0209,-0.89524,-0.80962,-0.78162,-0.72042,-0.70164,-0.68518,-0.76858,-0.73394,-0.71562,-0.65151,-0.63969,-0.59129,0.086302,663.99,1691,2462.7,2805.6,1781.5,3972.4,0.0084381,mammal
-0.93419,-0.943,-0.99654,-0.82995,-0.85764,-0.87923,-0.8319,-0.8011,-0.84933,-0.94851,-0.85487,-0.80493,-0.84103,0.075534,828.24,1632,2134.2,3765.4,1576.1,2245.2,0.0021556,mammal
-0.99717,-0.92136,-0.95117,-0.96107,-0.92891,-0.87456,-0.80686,-0.79882,-0.89388,-0.8773,-0.93152,-0.81877,-0.78271,0.082829,782.84,1425.9,1967.6,2594.2,1804.5,2512,0.0028192,mammal
-0.58348,-0.67706,-0.70789,-0.75684,-0.75466,-0.73122,-0.69363,-0.7317,-0.7168,-0.64838,-0.61662,-0.64365,-0.64068,0.05776,891.66,2044.6,2855.9,3898.1,906.16,2584.2,0.0054727,mammal
-0.35052,-0.39782,-0.39026,-0.4467,-0.40555,-0.43699,-0.43116,-0.39445,-0.41314,-0.43538,-0.41842,-0.40572,-0.39025,0.049299,607.83,1386,2244.9,3023.2,1004.6,2348.9,0.0025079,mammal
-0.68424,-0.6299,-0.61862,-0.64811,-0.67358,-0.59704,-0.67797,-0.67693,-0.69724,-0.62463,-0.56395,-0.65903,-0.54738,0.060816,704.22,1591.4,2376.2,3433.5,1032.2,2803.5,0.0044504,mammal
-0.69417,-0.71535,-0.72557,-0.65764,-0.68027,-0.64642,-0.59078,-0.61453,-0.64162,-0.70435,-0.72518,-0.69824,-0.54843,0.057407,624.36,1613.9,2199.8,3059.7,993.55,2752.8,0.0034212,mammal
-0.73973,-0.68872,-0.75712,-0.66246,-0.71188,-0.72537,-0.72874,-0.84215,-0.74519,-0.73026,-0.6322,-0.59718,-0.78931,0.073453,865.69,1659.8,2691.9,3078.2,1516.1,2632.3,0.0034686,mammal
-0.78063,-0.81548,-0.78616,-0.7324,-0.67093,-0.76937,-0.72722,-0.66053,-0.64905,-0.66206,-0.58663,-0.62754,-0.57295,0.053751,755.51,1700.9,2283.3,3104.4,915.23,2493.5,0.0033787,mammal
-0.27879,-0.27415,-0.40233,-0.3555,-0.31487,-0.22281,-0.29932,-0.31789,-0.28307,-0.30184,-0.26084,-0.39927,-0.46398,0.061562,606.31,1715.5,2387.5,3181,1215.6,2795.9,0.0034783,mammal
-0.50688,-0.53384,-0.51765,-0.53074,-0.55654,-0.52494,-0.3804,-0.35543,-0.42519,-0.48575,-0.61642,-0.63941,-0.52541,0.066805,641.52,1376.7,2088,3231.5,1302.4,2969.1,0.0042174,mammal
-0.53187,-0.38883,-0.45071,-0.62755,-0.66529,-0.50975,-0.40059,-0.4253,-0.53546,-0.46262,-0.46368,-0.50675,-0.57806,0.069068,676.86,1505.4,2611.9,3261.9,1234.8,2868.5,0.0056347,mammal
-0.67163,-0.68949,-0.72033,-0.70726,-0.67033,-0.7575,-0.65605,-0.63333,-0.72354,-0.67338,-0.65984,-0.69068,-0.66078,0.022973,926.81,1726.3,2397.5,3646.6,458.06,990.73,0.0021134,mammal
-0.48237,-0.46541,-0.53459,-0.57553,-0.52097,-0.47452,-0.40421,-0.41226,-0.444,-0.39521,-0.4124,-0.41159,-0.31758,0.036772,702.46,1887.4,2205.3,3001.9,828.18,1873.6,0.0023662,mammal
-0.45267,-0.50006,-0.57739,-0.50743,-0.48128,-0.59409,-0.54862,-0.49448,-0.43113,-0.48853,-0.55958,-0.63043,-0.57524,0.021573,116.18,986.59,2009.3,3129.7,458.67,902.1,0.0019977,mammal
-0.75156,-0.7087,-0.64038,-0.71491,-0.76246,-0.84365,-0.71891,-0.59952,-0.59831,-0.57404,-0.68681,-0.73099,-0.6705,0.030199,914.01,1752.7,3113.6,4331,632.8,1222.7,0.002049,mammal
-0.69531,-0.71959,-0.68085,-0.66495,-0.63867,-0.57922,-0.59708,-0.56682,-0.54043,-0.49153,-0.53596,-0.60947,-0.6345,0.1063,873.3,2106.7,3023.1,3604.7,2446.7,3806.4,0.0068073,mammal
-0.49281,-0.62263,-0.59584,-0.51145,-0.54196,-0.51464,-0.48609,-0.62075,-0.59544,-0.51831,-0.53788,-0.50532,-0.46012,0.069824,1290.8,2274.3,2591.4,3493.9,1695.1,3485.7,0.0042259,mammal
-0.8935,-0.71809,-0.76868,-0.80496,-0.73867,-0.8718,-0.93192,-0.84275,-0.77292,-0.70836,-0.72358,-0.78129,-0.80856,0.1537,540.24,1593.5,2557.2,4264.7,2724.4,6823.3,0.030143,mammal
-1.0349,-1.0589,-1.007,-0.99116,-0.98122,-0.9912,-0.99546,-0.99661,-1.038,-1.0564,-1.0356,-1.0179,-0.98916,0.084778,965.97,1869.8,2256.5,3207.2,1802.2,3176.4,0.0033719,mammal
-0.50735,-0.40796,-0.41327,-0.45714,-0.44358,-0.46848,-0.39829,-0.47181,-0.52504,-0.52965,-0.56561,-0.65094,-0.57896,0.080287,606.8,1760.3,2127.5,3593.5,1436.4,3981.3,0.013851,mammal
-0.5515,-0.56374,-0.56276,-0.53933,-0.54209,-0.56391,-0.61425,-0.63335,-0.62201,-0.63349,-0.64151,-0.61907,-0.61305,0.065108,638,1264.8,2106.4,2967.6,1385,2351.1,0.003448,mammal
-0.76156,-0.69093,-0.71018,-0.68482,-0.75697,-0.82735,-0.75385,-0.7347,-0.71635,-0.76413,-0.75637,-0.71296,-0.77271,0.090649,615.39,1428.9,2477.5,2960.6,1748.2,3907.2,0.0082123,mammal
-0.76049,-0.74212,-0.83576,-0.77861,-0.83395,-0.716,-0.7217,-0.64699,-0.65452,-0.70102,-0.73298,-0.7015,-0.74711,0.04531,682.15,1343.6,2183,2862.6,1020.8,2206,0.0019275,mammal
-0.97349,-1.1035,-1.01,-0.97695,-0.87816,-0.90358,-0.79074,-0.6074,-0.56357,-0.47449,-0.50781,-0.64815,-0.63451,0.091684,497.23,1281.5,2283.6,2936.2,1794.8,4174.4,0.0066122,mammal
-0.92556,-0.95023,-0.89419,-0.92227,-1.0032,-0.88667,-0.84326,-0.92589,-0.9201,-0.96916,-0.90955,-0.89686,-0.90467,0.053376,698.57,1600.5,2128.4,3015.1,1023.1,2386,0.0047444,mammal
-0.91649,-0.91459,-0.86456,-0.96639,-0.94244,-0.91901,-0.92491,-0.8934,-0.97009,-0.94919,-0.92174,-0.86672,-0.91488,0.052742,694.88,1633.9,2525.2,3320,1112,2227.8,0.0028603,mammal
-1.0728,-1.054,-1.0697,-1.0565,-1.058,-1.0836,-1.0521,-1.0179,-0.95043,-1.0099,-0.99475,-1.0493,-1.0759,0.057266,410.28,1358.4,2324.2,2803.9,1435.1,2726.4,0.0024691,mammal
-0.29126,-0.2214,-0.18151,-0.17466,-0.076856,-0.094406,-0.17472,-0.11439,-0.13653,-0.047325,-0.14724,-0.076621,-0.078144,0.044855,157.33,926.85,2123.7,2755.1,648.5,2209,0.0054659,mammal
-0.62549,-0.57002,-0.53844,-0.54302,-0.4829,-0.46053,-0.49411,-0.50084,-0.50571,-0.48888,-0.50772,-0.51841,-0.54143,0.053854,331.4,1146.1,2498.6,3522.3,808.39,2632.1,0.0059685,mammal
-0.53719,-0.5,-0.49567,-0.55081,-0.47085,-0.39287,-0.41715,-0.43908,-0.54125,-0.51808,-0.44915,-0.53385,-0.48838,0.059373,509.53,826.32,1949.6,2728,1065.6,2539.4,0.0040029,mammal
-0.2791,-0.14845,-0.31166,-0.23297,-0.18581,-0.32836,-0.18108,-0.20044,-0.2851,-0.17986,-0.22428,-0.25732,-0.23242,0.057758,389.39,1359.6,2416.2,3409,987.45,2685.9,0.0052655,mammal
-0.62611,-0.52409,-0.56051,-0.47202,-0.48871,-0.64677,-0.40967,-0.38734,-0.39951,-0.2961,-0.43482,-0.46848,-0.43725,0.038434,251.78,1146,1963.8,3407.2,654.8,1955.4,0.0030594,mammal
-0.5528,-0.4693,-0.38913,-0.37781,-0.42352,-0.33382,-0.34334,-0.39039,-0.37877,-0.4316,-0.41279,-0.41646,-0.32357,0.082932,453.98,689.26,1867.3,3096.6,1515.2,3836.6,0.0052282,mammal
-0.87573,-0.85858,-0.7206,-0.6526,-0.61907,-0.55055,-0.5814,-0.41423,-0.40073,-0.44438,-0.46495,-0.39481,-0.37966,0.083705,619.83,1224.2,1687.5,3187.1,1584.3,3522.6,0.005922,mammal
-0.22222,-0.21349,-0.33918,-0.493,-0.62776,-0.69441,-0.72377,-0.61092,-0.62112,-0.51763,-0.48026,-0.51814,-0.57382,0.084218,484.26,1225.6,2116.1,3324,1454.5,3739.1,0.0044548,mammal
-0.80439,-0.83371,-0.84433,-0.87534,-0.77828,-0.67417,-0.6393,-0.78971,-0.87439,-0.80272,-0.78675,-0.85023,-0.7605,0.14921,237.62,991.7,2028.2,3442.6,2815.7,5883.3,0.014287,mammal
-0.49998,-0.44815,-0.26735,-0.14242,-0.22042,-0.26762,-0.12195,-0.13939,-0.16959,-0.14252,-0.18722,-0.25341,-0.076452,0.022983,210.82,765.82,1613.4,2707,451.93,932.85,0.0018862,mammal
-0.03854,-0.048347,-0.13276,-0.088087,-0.043753,-0.01665,-0.071254,0.017524,-0.098153,-0.017132,0.017086,-0.022111,-0.0083429,0.02568,762.39,1836.5,3318.3,4071.4,466.06,1054,0.0021824,mammal
-0.13625,-0.21469,-0.27203,-0.25267,-0.18476,-0.16627,-0.15443,-0.17523,-0.18914,-0.1557,-0.21106,-0.21017,-0.21021,0.034864,298.7,770.43,1735.2,2630.1,590.56,1515.3,0.0038753,mammal
-0.93348,-0.94568,-0.86967,-0.8466,-0.80899,-0.81897,-0.61421,-0.29495,-0.3085,-0.53927,-0.15662,-0.12961,-0.22916,0.082827,258.01,1011.4,2900.9,3944.9,1262.4,3745.1,0.020486,mammal
-0.70005,-0.46877,-0.49627,-0.49557,-0.40691,-0.3549,-0.30762,-0.31785,-0.31846,-0.34286,-0.16361,-0.23958,-0.31382,0.041401,269.58,1091,2543.7,3184.7,667.52,1790.7,0.0040793,mammal
-0.85283,-0.80048,-0.79856,-0.76649,-0.61346,-0.44437,-0.45549,-0.45053,-0.35484,-0.28432,-0.34944,-0.46037,-0.38214,0.051197,355.98,992.28,2223.4,2941.2,784.39,2284.3,0.0080474,mammal
-0.39784,-0.21316,-0.23158,-0.35213,-0.21198,-0.076149,-0.13793,-0.25811,-0.14834,-0.068247,-0.23787,-0.54494,-0.61707,0.038533,216.05,1022.7,2247.1,3379,620.46,1914.7,0.0049362,mammal
-0.3378,-0.30088,-0.26637,-0.26214,-0.40931,-0.39777,-0.47529,-0.5035,-0.4559,-0.49236,-0.41144,-0.49435,-0.47682,0.12659,1142.8,1967.5,3023.9,3904.5,2512.9,5446.4,0.0097452,mammal
-0.81448,-0.75719,-0.69749,-0.64836,-0.70605,-0.5515,-0.20216,-0.036001,-0.011425,-0.14979,-0.15008,-0.17601,-0.12146,0.030136,237.34,1199.6,2310.6,3655.7,361.48,1191,0.0041694,mammal
-0.97417,-0.73406,-0.60686,-0.73349,-0.72949,-0.82184,-0.8831,-0.78139,-0.76267,-0.74031,-0.72361,-0.75497,-0.78084,0.034693,387.27,1022,2156.4,3511.2,595.06,1757.1,0.0033831,mammal
-0.73431,-0.72719,-0.49534,-0.49954,-0.48231,-0.47597,-0.38328,-0.49584,-0.46541,-0.5438,-0.47119,-0.64834,-0.53121,0.13792,500.02,1293.4,1999.1,3710.4,2671.9,6100,0.014066,mammal
-0.59933,-0.5233,-0.50172,-0.50411,-0.51424,-0.54594,-0.62424,-0.6247,-0.55608,-0.55141,-0.82362,-0.98952,-0.91137,0.025057,567.08,1222.8,2286.7,3443.4,368.74,891.67,0.003601,mammal
-0.60757,-0.84792,-0.71959,-0.6186,-0.69339,-0.75987,-0.65588,-0.70915,-0.75551,-0.71016,-0.6872,-0.76829,-0.74932,0.15829,607.83,2002.3,3009.7,4293.2,3224.8,5846.3,0.01561,mammal
-0.49756,-0.38989,-0.51894,-0.4542,-0.49123,-0.39673,-0.40572,-0.4231,-0.582,-0.68045,-0.68201,-0.71771,-0.6122,0.14712,544.65,1649.4,2023,3649.6,2737.7,6028.7,0.01157,mammal
-1.1598,-1.0745,-1.0868,-1.086,-1.0327,-1.0198,-1.1663,-0.76354,-0.36783,-0.4272,-0.43705,-0.42618,-0.27136,0.030416,166.64,981.49,1580.3,2956.6,400.18,1419.2,0.0051806,mammal
-0.80079,-0.76531,-0.78894,-0.83702,-0.76071,-0.64598,-0.77815,-0.83828,-0.7688,-0.70178,-0.72954,-0.6842,-0.76695,0.043937,244.04,1529.3,2343.4,3560.9,490.62,2044.4,0.0086251,mammal
-0.64199,-0.75301,-0.74274,-0.74168,-0.61747,-0.6344,-0.6272,-0.75001,-0.82429,-0.82206,-1.0292,-0.94589,-0.9232,0.055556,462.62,1573.6,2905.2,3914.7,817.58,2377.5,0.0097274,mammal
-0.99213,-1.0995,-1.0528,-1.0446,-0.94233,-0.91848,-0.88037,-0.79166,-0.7769,-0.75454,-0.75216,-0.64882,-0.68663,0.061165,138.61,1462,2190.5,3347.7,1031.1,2574.1,0.0041564,mammal
-0.85909,-0.8215,-0.79773,-0.84844,-0.66328,-0.67417,-0.73127,-0.55636,-0.72494,-0.56212,-0.60612,-0.70544,-0.64886,0.029006,92.309,1423.9,2242.1,3214.9,571.17,1827.6,0.0049906,mammal
